date,activity,calories,distance,intensity,total_time
2016-02-26T22:07:31.469Z,Walking,0.0,360.0,Active,490.717
2016-02-26T22:20:42.079Z,Walking,0.0,501.0,Active,1179.102
2016-02-26T22:43:25.000Z,Walking,0.0,1248.6271743774414,Active,1174.171
2016-02-26T23:03:18.694Z,Walking,,,Active,165.374
2016-02-26T23:06:04.068Z,Walking,,,Active,59.831
2017-11-08T12:39:45.936Z,Walking,78.74507904052734,614.0618629455566,Active,1021.926
2015-06-25T18:48:23.887Z,Walking,0.0,733.0,Active,980.04
2018-07-14T15:01:15.161Z,Walking,12.641353607177734,16.94644260406494,Active,141.418
2018-07-14T15:03:36.579Z,Biking,45.216278076171875,960.1725902557373,Active,480.54
2018-07-14T15:11:37.119Z,Walking,58.636165618896484,262.43603134155273,Active,655.959
2018-07-14T15:22:33.078Z,Biking,69.1622543334961,2813.130615234375,Active,735.028
2018-07-14T15:34:48.106Z,Walking,60.66603088378906,136.6343002319336,Active,678.667
2017-12-09T00:10:40.861Z,Walking,190.59768676757812,1805.817057609558,Active,2473.51
2017-10-20T01:03:42.014Z,Walking,32.379981994628906,489.9733200073242,Active,420.216
2017-10-20T01:10:42.230Z,Walking,3.6087894439697266,23.3591365814209,Active,107.194
2017-10-20T01:12:29.424Z,Walking,48.3852653503418,389.2765655517578,Active,627.927
2017-09-17T13:33:32.117Z,Walking,30.23721694946289,0.0,Active,392.408
2017-09-17T13:41:06.228Z,Walking,44.26425552368164,297.5630531311035,Active,574.446
2017-12-01T03:03:00.000Z,Sleep.light,10.949999809265137,0.0,Active,540.0
2017-12-01T03:12:00.000Z,Sleep.deep,21.899999618530273,0.0,Active,1080.0
2017-12-01T03:30:00.000Z,Sleep.light,12.166666030883789,0.0,Active,600.0
2017-12-01T03:40:00.000Z,Sleep.deep,10.949999809265137,0.0,Active,540.0
2017-12-01T03:49:00.000Z,Sleep.deep,12.166666030883789,0.0,Active,600.0
2017-12-01T03:59:00.000Z,Sleep.deep,4.866666793823242,0.0,Active,240.0
2017-12-01T04:03:00.000Z,Sleep.light,35.28333282470703,0.0,Active,1740.0
2017-12-01T04:32:00.000Z,Sleep.light,7.299999713897705,0.0,Active,360.0
2017-12-01T04:38:00.000Z,Sleep.deep,20.683332443237305,0.0,Active,1020.0
2017-12-01T04:55:00.000Z,Sleep.deep,4.866666793823242,0.0,Active,240.0
2017-12-01T04:59:00.000Z,Sleep.light,45.01666259765625,118.0,Active,27060.0
2017-12-01T05:01:00.000Z,Sleep.deep,41.36666488647461,118.0,Active,26940.0
2017-12-01T05:01:00.000Z,Sleep.light,49.883331298828125,118.0,Active,26940.0
2017-12-01T05:01:00.000Z,Sleep.deep,47.45000076293945,118.0,Active,26940.0
2017-12-01T05:01:00.000Z,Sleep.light,58.39999771118164,118.0,Active,26940.0
2017-12-01T05:01:00.000Z,Sleep.deep,10.949999809265137,118.0,Active,26940.0
2017-12-01T05:01:00.000Z,Sleep.light,9.733333587646484,118.0,Active,26940.0
